primaryTitle,startYear,runtimeMinutes
In the Mood for Love,2000,98
Chinese Coffee,2000,99
Heavy Metal 2000,2000,88
State and Main,2000,105
Songs from the Second Floor,2000,98
Vulgar,2000,87
Chicken Run,2000,84
The Million Dollar Hotel,2000,122
Mission: Impossible II,2000,123
X-Men,2000,104
Titan A.E.,2000,94
The Emperor's New Groove,2000,78
Return to Me,2000,115
Waking the Dead,2000,105
Dinosaur,2000,82
The Adventures of Rocky & Bullwinkle,2000,92
The Crow: Salvation,2000,102
Scream 3,2000,116
Duets,2000,112
Pitch Black,2000,109
Supernova,2000,90
The Road to El Dorado,2000,89
The Yards,2000,115
U-571,2000,116
American Psycho,2000,102
Nutty Professor II: The Klumps,2000,106
Highlander: Endgame,2000,87
Thirteen Days,2000,145
High Fidelity,2000,113
The Legend of Bagger Vance,2000,126
Where the Money Is,2000,89
All the Pretty Horses,2000,116
Josh,2000,162
Screwed,2000,81
My Dog Skip,2000,95
The Next Best Thing,2000,108
2001: A Space Travesty,2000,99
The Flintstones in Viva Rock Vegas,2000,90
Takedown,2000,92
The Art of War,2000,117
Charlie's Angels,2000,98
Lost Souls,2000,97
Ordinary Decent Criminal,2000,93
Rules of Engagement,2000,128
What Lies Beneath,2000,130
Cast Away,2000,143
Shaft,2000,99
Hanging Up,2000,94
The in Crowd,2000,105
The Beach,2000,119
Bless the Child,2000,107
Hollow Man,2000,112
Under Suspicion,2000,110
Romeo Must Die,2000,115
I Dreamed of Africa,2000,114
Dancer in the Dark,2000,140
A Fish Tale,2000,80
How the Grinch Stole Christmas,2000,104
Tigerland,2000,101
Gun Shy,2000,101
Hamlet,2000,112
Keeping the Faith,2000,128
Nurse Betty,2000,110
Gladiator,2000,155
Cecil B. Demented,2000,87
Whipped,2000,82
Autumn in New York,2000,103
Scary Movie,2000,88
Cherry Falls,2000,92
Gossip,2000,90
In July,2000,99
The Perfect Storm,2000,130
Fortress 2: Re-Entry,2000,92
Quills,2000,124
Requiem for a Dream,2000,102
What Planet Are You From?,2000,105
Finding Forrester,2000,136
Traffic,2000,147
Almost Famous,2000,122
Boiler Room,2000,120
Love's Labour's Lost,2000,93
"Me, Myself & Irene",2000,116
Mission to Mars,2000,114
Pollock,2000,122
Taxi 2,2000,88
Reindeer Games,2000,104
Shanghai Noon,2000,110
Snow Day,2000,89
Wonder Boys,2000,107
Battlefield Earth,2000,118
Little Nicky,2000,90
Drowning Mona,2000,96
Frequency,2000,118
Space Cowboys,2000,130
Bounce,2000,106
Down to You,2000,91
Gone in 60 Seconds,2000,118
The Patriot,2000,165
Anatomy,2000,103
Shadow of the Vampire,2000,92
The Whole Nine Yards,2000,98
"Crouching Tiger, Hidden Dragon",2000,120
Dungeons & Dragons,2000,107
Left Behind: The Movie,2000,100
"O Brother, Where Art Thou?",2000,107
Vatel,2000,103
Vertical Limit,2000,124
The Replacements,2000,118
Widow of St. Pierre,2000,112
28 Days,2000,103
The Little Vampire,2000,95
The Skulls,2000,106
Urban Legends: Final Cut,2000,97
Panic,2000,88
Saving Grace,2000,93
Erin Brockovich,2000,131
Final Destination,2000,98
Here on Earth,2000,96
Next Friday,2000,98
Small Time Crooks,2000,94
Where the Heart Is,2000,120
The Crew,2000,88
About Adam,2000,97
Love & Basketball,2000,124
"Love, Honor and Obey",2000,103
Red Planet,2000,106
Cheeky,2000,91
Chuck & Buck,2000,96
Coyote Ugly,2000,100
The Golden Bowl,2000,130
The House of Mirth,2000,135
Whatever It Takes,2000,94
The Way of the Gun,2000,119
Men of Honor,2000,129
Sexy Beast,2000,89
Together,2000,106
You Can Count on Me,2000,111
Greenfingers,2000,91
The Princess and the Warrior,2000,135
Animal Factory,2000,94
Boys and Girls,2000,94
The Watcher,2000,97
Bring It On,2000,98
Kevin & Perry Go Large,2000,82
Dr. T & the Women,2000,122
Thomas and the Magic Railroad,2000,85
The Dish,2000,101
Psycho Beach Party,2000,95
Woman on Top,2000,92
The Man Who Cried,2000,100
Maybe Baby,2000,104
What Women Want,2000,127
Big Momma's House,2000,99
Snatch,2000,104
Happy Accidents,2000,110
The Contender,2000,126
Get Carter,2000,102
Memento,2000,113
Sky Hook,2000,95
The Cell,2000,107
Gangster No. 1,2000,103
Ginger Snaps,2000,108
Girlfight,2000,110
Things You Can Tell Just by Looking at Her,2000,109
The Weight of Water,2000,114
Center Stage,2000,115
Remember the Titans,2000,113
102 Dalmatians,2000,100
Water Drops on Burning Rocks,2000,82
The Luzhin Defence,2000,109
Bait,2000,119
Meet the Parents,2000,108
Miss Congeniality,2000,109
Big Eden,2000,118
Bread and Roses,2000,110
Bruiser,2000,99
Citizen Toxie: The Toxic Avenger IV,2000,109
Groove,2000,86
Rugrats in Paris,2000,78
The Ladies Man,2000,84
Malena,2000,108
Mohabbatein,2000,216
100 Girls,2000,94
Road Trip,2000,93
Bamboozled,2000,135
Crazy,2000,97
The 6th Day,2000,123
Code Unknown,2000,118
Vampire Hunter D: Bloodlust,2000,103
The Taste of Others,2000,112
Harrison's Flowers,2000,130
With a Friend Like Harry...,2000,117
Loser,2000,98
Ready to Rumble,2000,107
Unbreakable,2000,106
The Claim,2000,120
Best in Show,2000,90
The Family Man,2000,125
Dracula 2000,2000,99
The Gift,2000,112
The Kid,2000,104
Lucky Numbers,2000,105
The Tigger Movie,2000,77
Timecode,2000,97
Maelstrom,2000,87
Chopper,2000,94
Hey Ram,2000,186
Phir Bhi Dil Hai Hindustani,2000,160
The Broken Hearts Club: A Romantic Comedy,2000,94
Brother,2000,114
Faust,2000,101
Pay It Forward,2000,123
Burnt Money,2000,125
Greedy Guts,2000,132
Proof of Life,2000,135
The Crimson Rivers,2000,106
Book of Shadows: Blair Witch 2,2000,90
Dinner Rush,2000,99
Bedazzled,2000,93
Ed Gein,2000,89
Mela,2000,172
Nightcap,2000,101
Kaho Naa... Pyaar Hai,2000,172
Love & Sex,2000,82
Divided We Fall,2000,120
Suzhou River,2000,83
The Tao of Steve,2000,87
Dark Days,2000,82
Pokémon 3 the Movie: Spell of the Unown,2000,93
Ring 0: Birthday,2000,99
Flickering Lights,2000,109
The Filth and the Fury,2000,108
The Original Kings of Comedy,2000,115
Bread and Tulips,2000,114
101 Reykjavík,2000,88
Boys Don't Cry,2000,90
Brat 2,2000,122
One Hundred Steps,2000,114
Ants in the Pants,2000,95
Under the Sand,2000,92
Chocolat,2000,121
Alai Payuthey,2000,156
"Dude, Where's My Car?",2000,83
Hera Pheri,2000,156
Come Undone,2000,100
Pellet,2000,88
Italian for Beginners,2000,112
Yi Yi: A One and a Two...,2000,173
Spiral,2000,90
The Bench,2000,93
Amores Perros,2000,154
Devils on the Doorstep,2000,139
Before Night Falls,2000,133
The Gleaners & I,2000,82
Nine Queens,2000,114
Fiza,2000,170
Mission Kashmir,2000,154
Werckmeister Harmonies,2000,145
Baise-moi,2000,77
Billy Elliot,2000,110
Har Dil Jo Pyar Karega...,2000,173
Nico and Dani,2000,91
Time and Tide,2000,113
Ask Me If I'm Happy,2000,100
Common Wealth,2000,110
The Circle,2000,90
Dhadkan,2000,161
The Isle,2000,90
A Time for Drunken Horses,2000,80
Digimon: The Movie,2000,82
Joint Security Area,2000,110
George Washington,2000,89
Brainstorm,2000,74
Battle Royale,2000,114
Jalla! Jalla!,2000,88
Barking Dogs Never Bite,2000,110
Our Lips Are Sealed,2000,89
A Dog's Will,2000,104
Blood: The Last Vampire,2000,48
Versus,2000,119
Il Mare,2000,105
Titanic: The Legend Goes On...,2000,90
Kushi,2000,178
Kate & Leopold,2001,118
Glitter,2001,104
Don's Plum,2001,89
From Hell,2001,122
The Lord of the Rings: The Fellowship of the Ring,2001,178
The Shipping News,2001,111
Heartbreakers,2001,123
Shrek,2001,90
Driven,2001,116
Planet of the Apes,2001,119
Training Day,2001,122
Town & Country,2001,104
Lara Croft: Tomb Raider,2001,100
Enigma,2001,119
Behind Enemy Lines,2001,106
Impostor,2001,95
What's the Worst That Could Happen?,2001,94
Nowhere in Africa,2001,141
Ghost World,2001,111
Jurassic Park III,2001,92
Along Came a Spider,2001,104
Vidocq,2001,98
Bones,2001,96
Monkeybone,2001,93
Mulholland Drive,2001,147
Lagaan: Once Upon a Time in India,2001,224
Final Fantasy: The Spirits Within,2001,106
15 Minutes,2001,120
Hardball,2001,106
Osmosis Jones,2001,95
The Caveman's Valentine,2001,105
A Knight's Tale,2001,132
O,2001,95
Sugar & Spice,2001,81
Birthday Girl,2001,93
Just Visiting,2001,88
Get Over It,2001,87
Head Over Heels,2001,86
The Order,2001,89
Texas Rangers,2001,90
Samsara,2001,145
Ticker,2001,92
Zoolander,2001,90
"Monsters, Inc.",2001,92
Druids,2001,120
Riding in Cars with Boys,2001,132
The Body,2001,109
Rock Star,2001,105
Moulin Rouge!,2001,127
One Night at McCool's,2001,93
Trouble Every Day,2001,101
Save the Last Dance,2001,112
Joy Ride,2001,97
My First Mister,2001,109
The Son's Room,2001,99
The Mummy Returns,2001,130
The Wedding Planner,2001,103
Jason X,2001,92
Knockaround Guys,2001,92
Amélie,2001,122
Blow Dry,2001,94
A.I. Artificial Intelligence,2001,146
Hannibal,2001,131
Pearl Harbor,2001,183
Belphegor: Phantom of the Louvre,2001,97
Enemy at the Gates,2001,131
Soul Survivors,2001,84
Antitrust,2001,108
Original Sin,2001,116
Human Nature,2001,96
Bandits,2001,123
Intacto,2001,108
Executive Protection,2001,112
Sleepless,2001,117
Blow,2001,124
The Glass House,2001,106
On the Edge,2001,85
An American Rhapsody,2001,106
Angel Eyes,2001,102
Made,2001,95
One 2 Ka 4,2001,169
The Score,2001,124
Spy Kids,2001,88
Formula 51,2001,93
Ghosts of Mars,2001,98
Atlantis: The Lost Empire,2001,95
The Others,2001,101
Sweet November,2001,119
Crocodile Dundee in Los Angeles,2001,95
Down to Earth,2001,87
The Fast and the Furious,2001,106
3000 Miles to Graceland,2001,125
Baran,2001,94
Novocaine,2001,95
Summer Catch,2001,104
Disco Pigs,2001,93
Josie and the Pussycats,2001,98
The Mexican,2001,123
Prozac Nation,2001,95
The Tailor of Panama,2001,109
Brotherhood of the Wolf,2001,142
The Pledge,2001,124
Captain Corelli's Mandolin,2001,131
Replicant,2001,100
Double Take,2001,88
Cats & Dogs,2001,87
Saving Silverman,2001,90
Say It Isn't So,2001,95
Sidewalks of New York,2001,108
The Center of the World,2001,88
La Ciénaga,2001,103
Dr. Dolittle 2,2001,87
Freddy Got Fingered,2001,87
Ocean's Eleven,2001,116
Serendipity,2001,90
Harry Potter and the Sorcerer's Stone,2001,152
Bully,2001,108
The Affair of the Necklace,2001,118
Exit Wounds,2001,101
Harvard Man,2001,99
The Hole,2001,102
L.I.E.,2001,97
Valentine,2001,96
Waking Life,2001,99
The Man Who Wasn't There,2001,116
Bridget Jones's Diary,2001,97
Fat Girl,2001,95
The Closet,2001,84
To End All Wars,2001,125
Wet Hot American Summer,2001,97
Good Advice,2001,93
American Outlaws,2001,94
Swordfish,2001,99
Dark Blue World,2001,112
Someone Like You,2001,97
Charlotte Gray,2001,121
The Forsaken,2001,90
Invincible,2001,133
Lost and Delirious,2001,103
Spirited Away,2001,125
And Your Mother Too,2001,106
Thir13en Ghosts,2001,91
Joe Dirt,2001,91
Who Is Cletis Tout?,2001,92
The Musketeer,2001,104
Donnie Darko,2001,113
Mostly Martha,2001,109
Tomcats,2001,95
The Believer,2001,98
The Shaft,2001,111
In the Bedroom,2001,131
The Princess Diaries,2001,115
Super Troopers,2001,100
Kabhi Khushi Kabhie Gham...,2001,210
Manitou's Shoe,2001,87
Ali,2001,157
Hedwig and the Angry Inch,2001,95
Ashoka the Great,2001,180
Domestic Disturbance,2001,89
Storytelling,2001,87
All Over the Guy,2001,95
Crazy/Beautiful,2001,99
The Experiment,2001,120
The Brothers,2001,106
Corky Romano,2001,86
The Deep End,2001,101
The Other Side of Heaven,2001,113
Legally Blonde,2001,96
Rat Race,2001,112
See Spot Run,2001,94
Series 7: The Contenders,2001,86
Evolution,2001,101
The Tunnel,2001,150
Buffalo Soldiers,2001,98
The Grey Zone,2001,108
Hearts in Atlantis,2001,101
Heist,2001,109
Manic,2001,100
American Pie 2,2001,108
The Bunker,2001,95
Last Orders,2001,109
Out Cold,2001,89
The Anniversary Party,2001,115
CQ,2001,88
Sex and Lucía,2001,128
The Piano Teacher,2001,131
Tortilla Soup,2001,102
The Animal,2001,84
Baby Boy,2001,130
The Devil's Backbone,2001,106
Intimacy,2001,119
Shallow Hal,2001,114
The Curse of the Jade Scorpion,2001,103
Chori Chori Chupke Chupke,2001,165
Scary Movie 2,2001,83
Torrente 2: Mission in Marbella,2001,99
Glass Tiger,2001,100
Pootie Tang,2001,81
Lovely & Amazing,2001,91
Bubble Boy,2001,84
Khushi,2001,169
Lammbock,2001,93
The Unsaid,2001,111
Don't Die Too Hard!,2001,92
Lantana,2001,121
Vanilla Sky,2001,136
Don't Say a Word,2001,113
Jay and Silent Bob Strike Back,2001,104
Session 9,2001,100
Jeepers Creepers,2001,90
Me Without You,2001,107
Dagon,2001,98
Frailty,2001,100
Kissing Jessica Stein,2001,97
Life as a House,2001,125
America's Sweethearts,2001,102
Black Hawk Down,2001,144
Black Knight,2001,95
Monsoon Wedding,2001,114
Recess: School's Out,2001,82
The Royal Tenenbaums,2001,110
"Scotland, Pa.",2001,104
The Last Kiss,2001,115
The Cat's Meow,2001,114
Rush Hour 2,2001,90
Spy Game,2001,126
Yamakasi,2001,90
Avalon,2001,107
The One,2001,87
Jimmy Neutron: Boy Genius,2001,82
The Man Who Sued God,2001,97
Thirteen Conversations About One Thing,2001,104
A Beautiful Mind,2001,135
The Majestic,2001,152
Two Can Play That Game,2001,90
What Time Is It There?,2001,116
Vizontele,2001,110
Kiss of the Dragon,2001,98
The Accidental Spy,2001,108
The Last Castle,2001,131
K-PAX,2001,120
Max Keeble's Big Move,2001,86
Read My Lips,2001,115
Tanguy,2001,108
The Ignorant Fairies,2001,106
Wendigo,2001,91
The Warrior,2001,158
Cowboy Bebop: The Movie,2001,115
Dogtown and Z-Boys,2001,91
Tape,2001,86
Beijing Bicycle,2001,113
I Am Sam,2001,132
As Far as My Feet Will Carry Me,2001,158
Not Another Teen Movie,2001,89
Ajnabee,2001,165
How High,2001,93
Stanley Kubrick: A Life in Pictures,2001,142
Elling,2001,89
Time Out,2001,134
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,105
Miss Minoes,2001,86
Dudes,2001,90
Joe Somebody,2001,98
Gosford Park,2001,137
Iris,2001,91
Wasabi,2001,94
Friend,2001,113
Mike Bassett: England Manager,2001,89
Millennium Mambo,2001,119
Kandahar,2001,85
No Man's Land,2001,98
The Parole Officer,2001,93
Gadar: Ek Prem Katha,2001,170
No News from God,2001,112
Atanarjuat: The Fast Runner,2001,172
Monster's Ball,2001,111
Shaolin Soccer,2001,113
Fulltime Killer,2001,102
Pulse,2001,119
Pokemon 4Ever: Celebi - Voice of the Forest,2001,75
Fate,2001,119
Failan,2001,115
Visitor Q,2001,84
The Wash,2001,96
Dog Days,2001,121
Behind the Sun,2001,105
Mean Machine,2001,99
Millennium Actress,2001,87
Nayak: The Real Hero,2001,187
Dil Chahta Hai,2001,183
Son of the Bride,2001,123
Metropolis,2001,108
My Sassy Girl,2001,137
Ichi the Killer,2001,129
All About Lily Chou-Chou,2001,146
Rehnaa Hai Terre Dil Mein,2001,160
Winged Migration,2001,98
The Happiness of the Katakuris,2001,113
The Lost Skeleton of Cadavra,2001,90
Murder on a Sunday Morning,2001,111
Bad Guy,2001,100
Friends,2001,167
Jesus Christ Vampire Hunter,2001,85
Nuvvu Naaku Nachchav,2001,184
Suicide Club,2001,99
The Dancer Upstairs,2002,132
Frida,2002,123
Resident Evil,2002,100
Men in Black II,2002,88
Star Wars: Episode II - Attack of the Clones,2002,142
Treasure Planet,2002,95
Spider-Man,2002,121
Naqoyqatsi,2002,89
Clockstoppers,2002,94
Eye See You,2002,96
City of Ghosts,2002,116
The Sum of All Fears,2002,124
Highway,2002,97
Interstate 60: Episodes of the Road,2002,116
Spirit: Stallion of the Cimarron,2002,83
The Lord of the Rings: The Two Towers,2002,179
Antwone Fisher,2002,120
Moonlight Mile,2002,117
The Adventures of Pluto Nash,2002,95
Minority Report,2002,145
Phone Booth,2002,81
She Gets What She Wants,2002,92
Blade II,2002,117
The Third Wheel,2002,91
Ken Park,2002,93
Gangs of New York,2002,167
Buying the Cow,2002,88
Waking Up in Reno,2002,91
Halloween: Resurrection,2002,90
Hum Tumhare Hain Sanam,2002,174
Deuces Wild,2002,96
Collateral Damage,2002,108
The Salton Sea,2002,103
Equilibrium,2002,107
Queen of the Damned,2002,101
The Dangerous Lives of Altar Boys,2002,104
Devdas,2002,185
Kung Pow: Enter the Fist,2002,81
The Four Feathers,2002,132
Slackers,2002,86
The New Guy,2002,88
Stuart Little 2,2002,77
40 Days and 40 Nights,2002,96
Windtalkers,2002,134
The Count of Monte Cristo,2002,131
Die Another Day,2002,133
Big Trouble,2002,85
The Dummy,2002,91
Heaven,2002,97
Old Men in New Cars: In China They Eat Dogs II,2002,95
Rollerball,2002,98
Juwanna Mann,2002,91
Asterix & Obelix: Mission Cleopatra,2002,107
Killing Me Softly,2002,100
Unfaithful,2002,124
Hart's War,2002,125
John Q,2002,116
Long Time Dead,2002,94
Maid in Manhattan,2002,105
Rabbit-Proof Fence,2002,94
The Pianist,2002,150
Reign of Fire,2002,101
Star Trek: Nemesis,2002,116
The Sweetest Thing,2002,84
Pinocchio,2002,108
Possession,2002,102
Sweet Home Alabama,2002,108
Road to Perdition,2002,117
About Schmidt,2002,125
High Crimes,2002,115
Panic Room,2002,112
The Quiet American,2002,101
Run Ronnie Run,2002,86
S1m0ne,2002,117
The Bourne Identity,2002,119
The Reckoning,2002,112
Dragonfly,2002,104
My Big Fat Greek Wedding,2002,95
Paid in Full,2002,97
Repli-Kate,2002,96
Serving Sara,2002,102
Empire,2002,90
Men with Brooms,2002,102
Catch Me If You Can,2002,141
Changing Lanes,2002,98
Murder by Numbers,2002,115
Big Fat Liar,2002,88
The Mothman Prophecies,2002,119
One Hour Photo,2002,96
Pumpkin,2002,113
Ripley's Game,2002,110
The Rookie,2002,127
Stealing Harvard,2002,85
Death to Smoochy,2002,109
Abandon,2002,99
K-19: The Widowmaker,2002,138
Scooby-Doo,2002,89
Adaptation.,2002,115
Ice Age,2002,81
The Time Machine,2002,96
City by the Sea,2002,108
Confessions of a Dangerous Mind,2002,113
The Truth About Charlie,2002,104
Tadpole,2002,78
Welcome to Collinwood,2002,86
Eight Crazy Nights,2002,76
Eight Legged Freaks,2002,99
Vampires: Los Muertos,2002,94
Narc,2002,105
Punch-Drunk Love,2002,95
Let's Be Friends!,2002,149
Ararat,2002,115
Darkness,2002,88
Orange County,2002,82
Poolhall Junkies,2002,99
24 Hour Party People,2002,117
The Hours,2002,110
People I Know,2002,100
Secretary,2002,107
Crossroads,2002,93
Lilo & Stitch,2002,85
Avenging Angelo,2002,97
The Country Bears,2002,88
About a Boy,2002,101
Below,2002,105
The Scorpion King,2002,92
We Were Soldiers,2002,138
.com for Murder,2002,96
All About the Benjamins,2002,95
Enough,2002,115
The Importance of Being Earnest,2002,97
Insomnia,2002,118
Spider,2002,98
Hollywood Ending,2002,112
The Good Girl,2002,93
Dark Blue,2002,118
Undercover Brother,2002,86
Divine Secrets of the Ya-Ya Sisterhood,2002,116
Sorority Boys,2002,93
Peter Pan 2: Return to Never Land,2002,72
Trapped,2002,106
The Banger Sisters,2002,98
Better Luck Tomorrow,2002,101
Bad Company,2002,116
Bloody Sunday,2002,111
Mr. Deeds,2002,96
Dog Soldiers,2002,105
Amen.,2002,132
Femme Fatale,2002,114
The Guru,2002,94
Igby Goes Down,2002,98
Liberty Stands Still,2002,96
My Little Eye,2002,95
The Nest,2002,107
Undisputed,2002,96
A Walk to Remember,2002,101
Snow Dogs,2002,99
Bubba Ho-Tep,2002,92
The Good Thief,2002,109
I Am Dina,2002,125
The Wild Thornberrys,2002,85
Steal,2002,83
Life or Something Like It,2002,103
Love Liza,2002,90
Spun,2002,101
Swimfan,2002,85
Thunderpants,2002,87
Tuck Everlasting,2002,90
National Lampoon's Van Wilder,2002,92
White Oleander,2002,109
Extreme Ops,2002,93
The Emperor's Club,2002,109
They,2002,89
8 Women,2002,111
The Spanish Apartment,2002,122
Dead Weight,2002,107
Demonlover,2002,129
Showtime,2002,95
Ali G Indahouse,2002,85
Ted Bundy,2002,99
Cypher,2002,95
Boat Trip,2002,94
Cube²: Hypercube,2002,94
Dahmer,2002,101
Signs,2002,106
Stark Raving Mad,2002,101
All or Nothing,2002,128
Deathwatch,2002,94
Bend It Like Beckham,2002,112
Respiro,2002,95
Talk to Her,2002,112
Spy Kids 2: Island of Lost Dreams,2002,100
Secret Things,2002,115
Bang Bang You're Dead,2002,93
Ghost Ship,2002,91
28 Days Later,2002,113
The Powerpuff Girls Movie,2002,73
Red Dragon,2002,124
Analyze That,2002,96
The Tuxedo,2002,98
Max,2002,106
Full Frontal,2002,101
Irreversible,2002,97
The Son,2002,99
Swept Away,2002,89
"He Loves Me, He Loves Me Not",2002,92
Intimate Stories,2002,92
Solino,2002,124
No Good Deed,2002,97
The Rules of Attraction,2002,110
Jet Lag,2002,91
The Transporter,2002,92
Friday After Next,2002,85
The Gathering,2002,96
Kaante,2002,154
Austin Powers in Goldmember,2002,94
Feardotcom,2002,101
Harry Potter and the Chamber of Secrets,2002,161
The Master of Disguise,2002,80
xXx,2002,124
Real Women Have Curves,2002,90
Company,2002,142
Brown Sugar,2002,109
Half Past Dead,2002,98
I Spy,2002,97
Far from Heaven,2002,107
The Ring,2002,115
8 Mile,2002,110
Whale Rider,2002,101
Derailed,2002,89
Laurel Canyon,2002,103
Undertaking Betty,2002,94
Auto Focus,2002,105
In America,2002,105
Evelyn,2002,94
Roger Dodger,2002,106
Chicago,2002,113
Hero,2002,120
Lilya 4-Ever,2002,109
Morvern Callar,2002,97
Blue Crush,2002,104
So Close,2002,111
Dirty Pretty Things,2002,97
Man on the Train,2002,90
The Other Side of the Bed,2002,114
Frozen Stiff,2002,90
Once Upon a Time in the Midlands,2002,104
Ten,2002,89
The Hot Chick,2002,104
Gerry,2002,103
A Kind of America,2002,115
The Kid Stays in the Picture,2002,93
Biggie & Tupac,2002,108
May,2002,93
Barbershop,2002,102
Cabin Fever,2002,93
Drumline,2002,118
The Santa Clause 2,2002,104
The Crocodile Hunter: Collision Course,2002,90
Aankhen,2002,165
Solaris,2002,99
25th Hour,2002,135
Ballistic: Ecks vs. Sever,2002,91
Dark Water,2002,101
The Cuckoo,2002,99
Like Mike,2002,99
Lost in La Mancha,2002,93
War,2002,120
Blood Work,2002,110
Nicholas Nickleby,2002,132
Sympathy for Mr. Vengeance,2002,129
Bowling for Columbine,2002,120
The Man Without a Past,2002,97
Try Seventeen,2002,93
The Way Home,2002,80
Kannathil Muthamittal,2002,136
The Crime of Padre Amaro,2002,118
Sweet Sixteen,2002,106
Two Weeks Notice,2002,101
Philanthropy,2002,110
Godzilla Against MechaGodzilla,2002,88
Hey Arnold! The Movie,2002,76
Open Hearts,2002,113
Raising Victor Vargas,2002,88
Tiptoes,2002,91
City of God,2002,130
Russian Ark,2002,99
To Be and to Have,2002,104
The Magdalene Sisters,2002,114
Awara Paagal Deewana,2002,158
The Legend of Bhagat Singh,2002,155
Mondays in the Sun,2002,113
Oasis,2002,133
Twin Sisters,2002,137
Jackass: The Movie,2002,85
Phone,2002,104
The Eye,2002,99
11-Sep,2002,134
Comedian,2002,82
Mr. and Mrs. Iyer,2002,120
Wilbur Wants to Kill Himself,2002,111
Dolls,2002,114
Day of the Wacko,2002,93
Saathiya,2002,138
A Snake of June,2002,77
Shakthi: The Power,2002,170
Spellbound,2002,97
Yossi & Jagger,2002,65
In My Skin,2002,93
Infernal Affairs,2002,101
Returner,2002,116
Bus 174,2002,150
Naked Weapon,2002,92
Sex Is Zero,2002,96
"The Legend of Al, John and Jack",2002,105
Distant,2002,110
The Cat Returns,2002,75
Pokémon Heroes,2002,80
The Twilight Samurai,2002,129
When the Last Sword Is Drawn,2002,143
Ju-on: The Grudge,2002,92
Ben & Arthur,2002,85
Intolerable Cruelty,2003,100
Cold Mountain,2003,154
Sinbad: Legend of the Seven Seas,2003,88
The Lord of the Rings: The Return of the King,2003,201
Bad Boys II,2003,147
Terminator 3: Rise of the Machines,2003,109
The Fighting Temptations,2003,123
In the Cut,2003,119
Beyond Re-Animator,2003,96
The Matrix Reloaded,2003,138
The Matrix Revolutions,2003,129
The Sleeping Dictionary,2003,109
Bulletproof Monk,2003,104
PTU,2003,88
How to Lose a Guy in 10 Days,2003,116
House of 1000 Corpses,2003,89
Koi... Mil Gaya,2003,171
S.W.A.T.,2003,117
Kangaroo Jack,2003,89
Shortcut to Happiness,2003,106
Uptown Girls,2003,92
View from the Top,2003,87
Basic,2003,98
Main Prem Ki Diwani Hoon,2003,197
A Man Apart,2003,109
Duplex,2003,89
Finding Nemo,2003,100
Kill Bill: Vol. 1,2003,111
Marci X,2003,84
The Hunted,2003,94
My Boss's Daughter,2003,86
National Security,2003,88
It's All About Love,2003,106
Johnny English,2003,89
Dogville,2003,178
Ned Kelly,2003,110
Gods and Generals,2003,219
Darkness Falls,2003,86
The Jungle Book 2,2003,72
Pauly Shore Is Dead,2003,82
Dreamcatcher,2003,136
Once Upon a Time in Mexico,2003,102
Owning Mahowny,2003,104
The Triplets of Belleville,2003,80
Hulk,2003,138
What a Girl Wants,2003,105
Scorched,2003,95
Daredevil,2003,103
The Medallion,2003,88
Godforsaken,2003,83
Young Adam,2003,98
Carolina,2003,96
Fear X,2003,91
The Life of David Gale,2003,130
X2: X-Men United,2003,134
The Recruit,2003,115
Carandiru,2003,145
Beyond Borders,2003,127
A Guy Thing,2003,101
Wrong Turn,2003,84
Taxi 3,2003,84
Ghosts of the Abyss,2003,61
Kaena: The Prophecy,2003,85
Nothing,2003,90
The Core,2003,135
All the Real Girls,2003,108
Saraband,2003,107
Gigli,2003,121
I Capture the Castle,2003,113
Shanghai Knights,2003,114
Timeline,2003,116
Deliver Us from Eva,2003,105
Good Bye Lenin!,2003,121
Jeepers Creepers 2,2003,106
The United States of Leland,2003,108
Barely Legal,2003,90
Old School,2003,88
Japanese Story,2003,110
Levity,2003,100
Mona Lisa Smile,2003,117
The Order,2003,102
American Splendor,2003,101
Anger Management,2003,106
Charlie's Angels: Full Throttle,2003,106
Fanfan,2003,97
Bringing Down the House,2003,105
Just Married,2003,95
Scary Movie 3,2003,84
Cradle 2 the Grave,2003,101
The Divorce,2003,117
The Lizzie McGuire Movie,2003,94
Michel Vaillant,2003,103
Bad Santa,2003,92
Dead End,2003,85
The Human Stain,2003,106
The Shape of Things,2003,96
Down with Love,2003,101
Final Destination 2,2003,90
Identity,2003,90
Luther,2003,123
The Dreamers,2003,115
Ruby & Quentin,2003,85
A Mighty Wind,2003,91
Willard,2003,100
Bon Voyage,2003,114
Confidence,2003,97
Crime Spree,2003,105
It Runs in the Family,2003,109
Master and Commander: The Far Side of the World,2003,138
Holes,2003,117
The League of Extraordinary Gentlemen,2003,110
Pieces of April,2003,80
Anatomy 2,2003,101
The Cat in the Hat,2003,82
Veronica Guerin,2003,98
The Foreigner,2003,95
Out of Time,2003,105
Runaway Jury,2003,127
The Third Wave,2003,115
Anything Else,2003,108
Agent Cody Banks,2003,102
Love Actually,2003,135
Tears of the Sun,2003,121
My Life Without Me,2003,106
Hope Springs,2003,92
The Singing Detective,2003,109
The In-Laws,2003,98
Twentynine Palms,2003,119
Bruce Almighty,2003,101
21 Grams,2003,124
Anne B. Real,2003,91
House of Sand and Fog,2003,126
Open Range,2003,139
Peter Pan,2003,113
Radio,2003,109
Daddy Day Care,2003,92
